YYYYMM;PRCP
200008;1490.304347826087
200009;2168.086956521739
200010;2051.478260869565
200011;1781.608695652174
200012;1180.4347826086957
200101;1025.909090909091
200102;656.8181818181819
200103;1293.6363636363637
200104;1257.2727272727273
200105;2180.909090909091
200106;1641.8181818181818
200107;1556.8181818181818
200108;1585.7142857142858
200109;2013.6363636363637
200110;2195.0
200111;2623.6363636363635
200112;1834.090909090909
200201;761.3636363636364
200202;574.5454545454545
200203;1333.1818181818182
200204;2214.5454545454545
200205;2308.181818181818
200206;1942.3809523809523
200207;2074.5454545454545
200208;1715.0
200209;1687.7272727272727
200210;2213.181818181818
200211;1734.090909090909
200212;1141.3636363636363
200301;503.1818181818182
200302;857.7272727272727
200303;1340.909090909091
200304;1986.8181818181818
200305;1870.0
200306;2236.818181818182
200307;1922.2727272727273
200308;1527.7272727272727
200309;1857.7272727272727
200310;2474.5454545454545
200311;2653.181818181818
200312;1529.0
200401;713.6363636363636
200402;786.304347826087
200403;956.3636363636364
200404;2052.2727272727275
200405;2460.909090909091
200406;1930.4545454545455
200407;1845.0
200408;1630.4545454545455
200409;2028.6363636363637
200410;1783.0
200411;2293.6363636363635
200412;1285.4545454545455
200501;1199.5454545454545
200502;1105.0
200503;1367.2727272727273
200504;2161.818181818182
200505;2605.909090909091
200506;2059.090909090909
200507;1700.909090909091
200508;1577.2727272727273
200509;1757.2727272727273
200510;3112.2727272727275
200511;2402.7272727272725
200512;1487.2727272727273
200601;1700.0
200602;961.3636363636364
200603;1881.5
200604;1996.3636363636363
200605;2335.909090909091
200606;2038.1818181818182
200607;1552.2727272727273
200608;1680.4545454545455
200609;1724.5454545454545
200610;2391.818181818182
200611;2305.4545454545455
200612;1826.8181818181818
200701;910.0
200702;443.6363636363636
200703;1605.909090909091
200704;2401.818181818182
200705;2803.181818181818
200706;2356.3636363636365
200707;1682.3809523809523
200708;2280.4545454545455
200709;2323.6363636363635
200710;3021.3636363636365
200711;2217.7272727272725
200712;1553.1818181818182
200801;1085.0
200802;1406.3636363636363
200803;1300.909090909091
200804;1863.1818181818182
200805;3145.909090909091
200806;2127.7272727272725
200807;1526.6666666666667
200808;2149.0
200809;1867.2727272727273
200810;2379.090909090909
200811;2877.5
200812;1593.888888888889
200901;1529.5454545454545
200902;1094.5454545454545
200903;1731.3636363636363
200904;1638.5714285714287
200905;1648.6363636363637
200906;2055.0
200907;1860.0
200908;1293.5
200909;1494.090909090909
200910;2067.5
200911;1705.4545454545455
200912;1067.5
201001;380.0
201002;661.3636363636364
201003;1232.3809523809523
201004;2261.5789473684213
201005;2169.45
201006;2331.818181818182
201007;2785.2380952380954
201008;2159.55
201009;2225.2272727272725
201010;2496.818181818182
201011;3302.0
201012;2174.285714285714
201101;1073.8181818181818
201102;1303.1818181818182
201103;1600.952380952381
201104;2526.4166666666665
201105;2420.0
201106;2211.153846153846
201107;2750.5263157894738
201108;1323.047619047619
201109;1509.1666666666667
201110;3013.190476190476
201111;2752.4
201112;2010.7692307692307
201201;2543.6666666666665
201202;735.4
201203;1529.6153846153845
201204;2449.6153846153848
201205;2157.6923076923076
201206;1292.4
201207;1520.8
201208;1508.2608695652175
201209;1246.6666666666667
201210;2267.0833333333335
201211;1928.1818181818182
201212;1232.8
201301;558.0
201302;1223.8461538461538
201303;1268.8461538461538
201304;1353.4615384615386
201305;2313.076923076923
201306;1473.6923076923076
201307;1160.3846153846155
201308;1950.7692307692307
201309;1791.5384615384614
201310;1853.076923076923
201311;1870.7692307692307
201312;1213.076923076923
201401;850.0
201402;981.1111111111111
201403;1156.5384615384614
201404;1315.7692307692307
201405;1801.923076923077
201406;1663.4615384615386
201407;1176.5384615384614
201408;1510.0
201409;2013.1818181818182
201410;2341.3636363636365
201411;1991.625
201412;1715.0
201501;1091.923076923077
201502;845.7692307692307
201503;1310.3846153846155
201504;1474.2307692307693
201505;1415.0
201506;1420.3846153846155
201507;1313.4615384615386
201508;1247.5
201509;1339.2
201510;1745.0
201511;1810.7692307692307
201512;619.6296296296297
201601;450.74074074074076
201602;509.25925925925924
201603;841.9230769230769
201604;2153.4615384615386
201605;1714.6153846153845
201606;1592.0
201607;1645.2
201608;1465.7407407407406
201609;1724.3333333333333
201610;2197.777777777778
201611;2045.7037037037037
201612;1678.888888888889
201701;1013.1481481481482
201702;1457.8947368421052
201703;2051.962962962963
201704;1847.3076923076924
201705;2540.4444444444443
201706;1937.1851851851852
201707;1912.5925925925926
201708;1877.6818181818182
201709;1841.4545454545455
201710;2105.6470588235293
201711;1909.6666666666667
201712;1267.4074074074074
201801;1315.5555555555557
201802;687.0370370370371
201803;1113.8461538461538
201804;1791.423076923077
201805;2519.8888888888887
201806;1875.2222222222222
201807;1575.1851851851852
201808;1271.851851851852
201809;1936.6666666666667
201810;2441.1111111111113
201811;1980.6923076923076
201812;700.7407407407408
201901;568.8888888888889
201902;731.6521739130435
201903;1064.0740740740741
201904;1895.7619047619048
201905;2662.1481481481483
201906;1660.8148148148148
201907;1529.2592592592594
201908;1331.0
201909;1611.2962962962963
201910;2392.4074074074074
201911;1754.6296296296296
201912;1406.2962962962963
202001;809.0
202002;697.0370370370371
202003;888.5185185185185
202004;1302.4
202005;2098.8
202006;1985.2
202007;2000.0
202008;1972.0833333333333
202009;1844.92
202010;1875.7692307692307
202011;2210.4166666666665
202012;1554.5833333333333
202101;1134.7826086956522
202102;1138.2608695652175
202103;1501.6666666666667
202104;1971.2
202105;2316.25
202106;2099.2
202107;1722.3076923076924
202108;2162.0
202109;1576.4
202110;2363.6
202111;1968.0
202112;1156.111111111111
202201;756.4615384615385
202202;1291.5
202203;1835.0
202204;2174.823529411765
202205;2535.6296296296296
202206;2741.846153846154
202207;2101.8076923076924
202208;2140.8
202209;2093.576923076923
202210;2518.2916666666665
202211;2636.0384615384614
202212;985.7037037037037
202301;492.3333333333333
202302;556.25
202303;1003.0
202304;1006.375
202305;1899.2307692307693
202306;1750.0
202307;1708.888888888889
202308;1366.923076923077
202309;1218.888888888889
202310;2117.777777777778
202311;1675.0
202312;1261.4814814814815
202401;459.25
202402;1015.4230769230769
202403;940.0
202404;2001.851851851852
202405;2852.6923076923076
